SPSBEAM/MOMENTUM,SPSBEAM/MOMENTUM
X,Y
3260.0,249.32583853
3266.0,250.35183853
3272.0,251.37783853
3278.0,252.40383853
3302.0,256.50783853
3314.0,258.55983853
3326.0,260.61183853
3332.0,261.63783853
3338.0,262.66383853
3350.0,264.71583853
3374.0,268.81983853
3386.0,270.87183853
3392.0,271.89783853
3398.0,272.92383853
3404.0,273.94983853
3410.0,274.97583853
3416.0,276.00183853
3422.0,277.02783853
3428.0,278.05383853
3434.0,279.07983853
3452.0,282.15783853
3464.0,284.20983853
3482.0,287.28783853
3494.0,289.33983853
3500.0,290.36583853
3506.0,291.39003853
3512.0,292.41063853
3518.0,293.42763853
3524.0,294.44103853
3530.0,295.45083853
3536.0,296.45703853
3542.0,297.45963853
3548.0,298.45863853
3554.0,299.45403853
3560.0,300.44583853
3566.0,301.43403853
3572.0,302.41863853
3578.0,303.39963853
3584.0,304.37703853
3590.0,305.35083853
3596.0,306.32103853
3602.0,307.28763853
3608.0,308.25063853
3614.0,309.21003853
3620.0,310.16583853
3626.0,311.11803853
3632.0,312.06663853
3638.0,313.01163853
3644.0,313.95303853
3650.0,314.89083853
3656.0,315.82503853
3662.0,316.75563853
3668.0,317.68263853
3674.0,318.60603853
3680.0,319.52583853
3686.0,320.44203853
3692.0,321.35463853
3698.0,322.26363853
3704.0,323.16903853
3710.0,324.07083853
3716.0,324.96903853
3722.0,325.86363853
3728.0,326.75463853
3734.0,327.64203853
3740.0,328.52583853
3746.0,329.40603853
3752.0,330.28263853
3758.0,331.15563853
3764.0,332.02503853
3770.0,332.89083853
3776.0,333.75303853
3782.0,334.61163853
3788.0,335.46663853
3794.0,336.31803853
3800.0,337.16583853
3806.0,338.01003853
3812.0,338.85063853
3818.0,339.68763853
3824.0,340.52103853
3830.0,341.35083853
3836.0,342.17703853
3842.0,342.99963853
3848.0,343.81863853
3854.0,344.63403853
3860.0,345.44583853
3866.0,346.25403853
3872.0,347.05863853
3878.0,347.85963853
3884.0,348.65703853
3890.0,349.45083853
3896.0,350.24103853
3902.0,351.02763853
3908.0,351.81063853
3914.0,352.59003853
3920.0,353.36583853
3926.0,354.13803853
3932.0,354.90663853
3938.0,355.67163853
3944.0,356.43303853
3950.0,357.19083853
3956.0,357.94503853
3962.0,358.69563853
3968.0,359.44263853
3974.0,360.18603853
3980.0,360.92583853
3986.0,361.66203853
3992.0,362.39463853
3998.0,363.12363853
4004.0,363.84903853
4010.0,364.57083853
4016.0,365.28903853
4022.0,366.00363853
4028.0,366.71463853
4034.0,367.42203853
4040.0,368.12583853
4046.0,368.82603853
4052.0,369.52263853
4058.0,370.21563853
4064.0,370.9048493623
4070.0,371.5896562318
4076.0,372.2700118467
4082.0,372.9459162069
4088.0,373.6173693124
4094.0,374.2843711632
4100.0,374.9469217594
4106.0,375.6050211009
4112.0,376.2586691877
4118.0,376.9078660198
4124.0,377.5526115973
4130.0,378.19290592
4136.0,378.8287489881
4142.0,379.4601408016
4148.0,380.0870813603
4154.0,380.7095706644
4160.0,381.3276087138
4166.0,381.9411955085
4172.0,382.5503310485
4178.0,383.1550153339
4184.0,383.7552483645
4190.0,384.3510301405
4196.0,384.9423606619
4202.0,385.5292399285
4208.0,386.1116679405
4214.0,386.6896446978
4220.0,387.2631702004
4226.0,387.8322444483
4232.0,388.3968674416
4238.0,388.9570391802
4244.0,389.5127596641
4250.0,390.0640288933
4256.0,390.6108468679
4262.0,391.1525581716
4268.0,391.6806423946
4274.0,392.1924778723
4280.0,392.6880646047
4286.0,393.1674025917
4292.0,393.6304918334
4298.0,394.0773323298
4304.0,394.5079240808
4310.0,394.9222670866
4316.0,395.320361347
4322.0,395.7022068621
4328.0,396.0678036318
4334.0,396.4171516563
4340.0,396.7502509354
4346.0,397.0671014692
4352.0,397.3677032577
4358.0,397.6520563008
4364.0,397.9201605987
4370.0,398.1720161512
4376.0,398.4076229583
4382.0,398.6269810202
4388.0,398.8300903367
4394.0,399.016950908
4400.0,399.1875627339
4406.0,399.3419258144
4412.0,399.4800401497
4418.0,399.6019057396
4424.0,399.7075225842
4430.0,399.7968906835
4436.0,399.8700100374
4442.0,399.926880646
4448.0,399.9675025094
4454.0,399.9918756273
4460.0,400.0
4510.0,399.9984273542
4535.0,399.9964559577
4560.0,399.9982704438
4610.0,400.0457883485
4660.0,400.0462068782
4685.0,400.060627986
4710.0,400.0686876031
4760.0,400.0900625924
4810.0,400.1075622223
4835.0,400.1169084168
4860.0,400.1248887352
4910.0,400.1416628052
4960.0,400.1570604564
4985.0,400.164195965
5010.0,400.1716561241
5060.0,400.1849223858
5110.0,400.1964992794
5135.0,400.2020424438
5160.0,400.2073322359
5210.0,400.2174532933
5310.0,400.2371790216
5410.0,400.2556838626
5460.0,400.2652408484
5560.0,400.2830520713
5610.0,400.2916809141
5710.0,400.308382128
5760.0,400.3164010244
5810.0,400.3241185142
5885.0,400.3359647557
5910.0,400.3397205919
5960.0,400.3476098938
6060.0,400.3626249768
6110.0,400.370276942
6160.0,400.3776444631
6210.0,400.3847918358
6260.0,400.3923734711
6335.0,400.4032456891
6360.0,400.407053549
6485.0,400.4249576937
6660.0,400.450490754
6760.0,400.4650101305
6860.0,400.4799017101
6910.0,400.4875715642
6960.0,400.4947781145
7010.0,400.5027162174
7060.0,400.5101040213
7160.0,400.5254899715
7210.0,400.5335875542
7260.0,400.5410515497
7310.0,400.5493156107
7360.0,400.5573695253
7410.0,400.5651598686
7810.0,400.6311382589
7910.0,400.6473967503
7960.0,400.6552743241
8010.0,400.6636490355
8060.0,400.6712182531
8135.0,400.6829781426
8160.0,400.6866267527
8260.0,400.7018562829
8310.0,400.7093037407
8360.0,400.7165088987
8410.0,400.7240137945
8435.0,400.7279870049
8510.0,400.7387151304
8585.0,400.7506290978
8660.0,400.7626029016
8760.0,400.7800825174
8810.0,400.7897428127
8860.0,400.8000771527
8885.0,400.8059468793
8910.0,400.8114927138
8960.0,400.8249775381
9010.0,400.8407871201
9035.0,400.8500851626
9060.0,400.8589812371
9110.0,400.8826781213
9160.0,400.9096889835
9235.0,400.9605150327
9240.0,401.0025775346
