SPSBEAM/ETA,SPSBEAM/ETA
X,Y
11789.0,0.0011561467
11795.0,0.0011659359
11801.0,0.0011756714
11807.0,0.0011853488
11813.0,0.0011949641
11819.0,0.0012045133
11825.0,0.0012139929
11831.0,0.0012233994
11837.0,0.0012327295
11843.0,0.0012419802
11849.0,0.0012511486
11855.0,0.0012602321
11861.0,0.0012692282
11867.0,0.0012781347
11873.0,0.0012869495
11879.0,0.0012956706
11885.0,0.0013042963
11891.0,0.001312825
11897.0,0.0013212552
11903.0,0.0013295858
11909.0,0.0013378155
11915.0,0.0013459433
11921.0,0.0013539684
11927.0,0.0013618901
11933.0,0.0013697078
11939.0,0.0013774209
11945.0,0.0013850292
11951.0,0.0013925324
11957.0,0.0013999302
11963.0,0.0014072227
11969.0,0.0014144099
11975.0,0.0014214918
11981.0,0.0014284689
11987.0,0.0014353412
11993.0,0.0014421093
11999.0,0.0014487734
12005.0,0.0014553342
12011.0,0.0014617923
12017.0,0.0014681481
12023.0,0.0014744025
12029.0,0.0014805561
12035.0,0.0014866098
12041.0,0.0014925644
12047.0,0.0014984207
12053.0,0.0015041797
12059.0,0.0015098422
12065.0,0.0015154093
12071.0,0.0015208821
12077.0,0.0015262614
12083.0,0.0015315483
12089.0,0.0015367441
12095.0,0.0015418496
12101.0,0.0015468661
12107.0,0.0015517947
12113.0,0.0015566366
12119.0,0.0015613928
12125.0,0.0015660645
12131.0,0.0015706529
12137.0,0.0015751592
12143.0,0.0015795846
12149.0,0.0015839302
12155.0,0.0015881973
12161.0,0.001592387
12167.0,0.0015965004
12173.0,0.0016005389
12179.0,0.0016045035
12185.0,0.0016083954
12191.0,0.0016122158
12197.0,0.0016159659
12203.0,0.0016196468
12209.0,0.0016232596
12215.0,0.0016268056
12221.0,0.0016302857
12227.0,0.0016337013
12233.0,0.0016370533
12239.0,0.0016403429
12245.0,0.0016435711
12251.0,0.001646739
12257.0,0.0016498478
12263.0,0.0016528984
12269.0,0.001655892
12275.0,0.0016588294
12281.0,0.0016617118
12287.0,0.0016645402
12293.0,0.0016673154
12299.0,0.0016700386
12305.0,0.0016727107
12311.0,0.0016753326
12317.0,0.0016779053
12323.0,0.0016804297
12329.0,0.0016829066
12335.0,0.0016853371
12341.0,0.0016877219
12347.0,0.0016900619
12353.0,0.0016923581
12359.0,0.0016946111
12365.0,0.0016968219
12371.0,0.0016989913
12377.0,0.0017011201
12383.0,0.0017032089
12389.0,0.0017052587
12395.0,0.0017072702
12401.0,0.0017092407
12407.0,0.0017111678
12413.0,0.0017130529
12419.0,0.001714897
12425.0,0.0017167012
12431.0,0.0017184667
12437.0,0.0017201944
12443.0,0.0017218855
12449.0,0.0017235408
12455.0,0.0017251614
12461.0,0.0017267482
12467.0,0.0017283019
12473.0,0.0017298236
12479.0,0.001731314
12485.0,0.001732774
12491.0,0.0017342042
12497.0,0.0017356056
12503.0,0.0017369787
12509.0,0.0017383244
12515.0,0.0017396433
12521.0,0.0017409361
12527.0,0.0017422034
12533.0,0.0017434459
12539.0,0.0017446642
12545.0,0.0017458588
12551.0,0.0017470304
12557.0,0.0017481794
12563.0,0.0017493065
12569.0,0.0017504122
12575.0,0.001751497
12581.0,0.0017525613
12587.0,0.0017536057
12593.0,0.0017546306
12599.0,0.0017556365
12605.0,0.0017566238
12611.0,0.0017575929
12617.0,0.0017585444
12623.0,0.0017594785
12629.0,0.0017603956
12635.0,0.0017612962
12641.0,0.0017621807
12647.0,0.0017630493
12653.0,0.0017639025
12659.0,0.0017647406
12665.0,0.0017655639
12671.0,0.0017663727
12677.0,0.0017671674
12683.0,0.0017679483
12689.0,0.0017687156
12695.0,0.0017694697
12701.0,0.0017702109
12707.0,0.0017709394
12713.0,0.0017716555
12719.0,0.0017723594
12725.0,0.0017730515
12731.0,0.0017737319
12737.0,0.001774401
12743.0,0.0017750589
12749.0,0.0017757059
12755.0,0.0017763422
12761.0,0.001776968
12767.0,0.0017775836
12773.0,0.0017781891
12779.0,0.0017787848
12785.0,0.0017793709
12791.0,0.0017799475
12797.0,0.0017805148
12803.0,0.0017810731
12809.0,0.0017816224
12815.0,0.0017821631
12821.0,0.0017826952
12827.0,0.0017832189
12833.0,0.0017837345
12839.0,0.0017842419
12845.0,0.0017847415
12851.0,0.0017852334
12857.0,0.0017857176
12863.0,0.0017861944
12869.0,0.0017866639
12875.0,0.0017871262
12881.0,0.0017875815
12887.0,0.0017880299
12893.0,0.0017884716
12899.0,0.0017889066
12905.0,0.001789335
12911.0,0.0017897571
12917.0,0.0017901729
12923.0,0.0017905826
12929.0,0.0017909862
12935.0,0.0017913839
12941.0,0.0017917757
12947.0,0.0017921618
12953.0,0.0017925424
12959.0,0.0017929173
12965.0,0.0017932869
12971.0,0.0017936512
12977.0,0.0017940102
12983.0,0.0017943641
12989.0,0.001794713
12995.0,0.0017950569
13001.0,0.0017953959
13007.0,0.0017957302
13013.0,0.0017960597
13019.0,0.0017963847
13025.0,0.0017967051
13031.0,0.0017970211
13037.0,0.0017973327
13043.0,0.0017976399
13049.0,0.001797943
13055.0,0.0017982419
13061.0,0.0017985367
13067.0,0.0017988275
13073.0,0.0017991143
13079.0,0.0017993973
13085.0,0.0017996764
13091.0,0.0017999518
13097.0,0.0018002235
13103.0,0.0018004916
13109.0,0.0018007561
13115.0,0.0018010171
13121.0,0.0018012746
13127.0,0.0018015287
13133.0,0.0018017795
13139.0,0.001802027
13145.0,0.0018022713
13151.0,0.0018025124
13157.0,0.0018027503
13163.0,0.0018029852
13169.0,0.001803217
13175.0,0.0018034459
13181.0,0.0018036718
13187.0,0.0018038949
13193.0,0.001804115
13199.0,0.0018043323
13235.0,0.0018055716
13241.0,0.0018057679
13247.0,0.0018059614
13253.0,0.0018061523
13259.0,0.0018063404
13265.0,0.0018065259
13271.0,0.0018067088
13277.0,0.0018068892
13283.0,0.0018070671
13289.0,0.0018072426
13295.0,0.0018074157
13301.0,0.0018075864
13307.0,0.0018077549
13313.0,0.001807921
13319.0,0.001808085
13337.0,0.0018085638
13343.0,0.0018087193
13349.0,0.0018088727
13355.0,0.0018090241
13361.0,0.0018091735
13367.0,0.001809321
13373.0,0.0018094666
13379.0,0.0018096103
13385.0,0.0018097522
13391.0,0.0018098923
13397.0,0.0018100306
13403.0,0.0018101672
13409.0,0.001810302
13421.0,0.0018105667
13427.0,0.0018106966
13445.0,0.0018110767
13451.0,0.0018112004
13457.0,0.0018113225
13463.0,0.0018114431
13469.0,0.0018115623
13475.0,0.0018116801
13487.0,0.0018119114
13493.0,0.001812025
13499.0,0.0018121373
13505.0,0.0018122482
13511.0,0.0018123579
13517.0,0.0018124663
13523.0,0.0018125734
13529.0,0.0018126792
13535.0,0.0018127839
13541.0,0.0018128873
13553.0,0.0018130907
13559.0,0.0018131906
13565.0,0.0018132894
13571.0,0.0018133871
13601.0,0.0018138595
13613.0,0.0018140412
13619.0,0.0018141305
13625.0,0.0018142189
13637.0,0.0018143928
13643.0,0.0018144783
13655.0,0.0018146467
13685.0,0.0018150521
13691.0,0.0018151306
13697.0,0.0018152084
13703.0,0.0018152853
13733.0,0.0018156581
13757.0,0.0018159428
13763.0,0.0018160122
13775.0,0.0018161489
13781.0,0.0018162163
13793.0,0.0018163489
13799.0,0.0018164143
13805.0,0.001816479
13811.0,0.0018165431
13817.0,0.0018166065
13823.0,0.0018166694
13829.0,0.0018167316
13835.0,0.0018167932
13841.0,0.0018168543
13847.0,0.0018169147
13853.0,0.0018169742
13859.0,0.0018170328
13865.0,0.0018170904
13871.0,0.0018171472
13877.0,0.0018172032
13883.0,0.0018172582
13889.0,0.0018173125
13895.0,0.0018173659
13901.0,0.0018174185
13907.0,0.0018174703
13913.0,0.0018175214
13919.0,0.0018175716
13925.0,0.0018176211
13931.0,0.0018176699
13937.0,0.001817718
13943.0,0.0018177653
13949.0,0.0018178119
13955.0,0.0018178579
13961.0,0.0018179032
13967.0,0.0018179478
13973.0,0.0018179917
13979.0,0.001818035
13985.0,0.0018180777
13991.0,0.0018181197
13997.0,0.0018181611
14003.0,0.001818202
14009.0,0.0018182422
14015.0,0.0018182818
14021.0,0.0018183209
14027.0,0.0018183594
14033.0,0.0018183974
14039.0,0.0018184348
14045.0,0.0018184716
14051.0,0.0018185079
14057.0,0.0018185437
14063.0,0.001818579
14069.0,0.0018186138
14075.0,0.0018186481
14081.0,0.0018186819
14087.0,0.0018187152
14093.0,0.001818748
14099.0,0.0018187803
14105.0,0.0018188122
14111.0,0.0018188436
14117.0,0.0018188746
14123.0,0.0018189051
14129.0,0.0018189352
14135.0,0.0018189649
14141.0,0.0018189941
14147.0,0.0018190229
14153.0,0.0018190513
14159.0,0.0018190793
14165.0,0.0018191069
14171.0,0.001819134
14177.0,0.0018191608
14183.0,0.0018191872
14189.0,0.0018192132
14195.0,0.0018192389
14201.0,0.0018192641
14207.0,0.001819289
14213.0,0.0018193136
14219.0,0.0018193377
14225.0,0.0018193615
14231.0,0.001819385
14237.0,0.0018194081
14243.0,0.0018194309
14249.0,0.0018194533
14255.0,0.0018194754
14261.0,0.0018194972
14267.0,0.0018195187
14273.0,0.0018195398
14279.0,0.0018195606
14285.0,0.0018195811
14291.0,0.0018196013
14297.0,0.0018196212
14303.0,0.0018196406
14309.0,0.0018196597
14315.0,0.0018196784
14321.0,0.0018196967
14327.0,0.0018197146
14333.0,0.001819732
14339.0,0.0018197492
14345.0,0.0018197659
14351.0,0.0018197822
14357.0,0.0018197982
14363.0,0.0018198138
14369.0,0.0018198291
14375.0,0.001819844
14381.0,0.0018198585
14387.0,0.0018198727
14393.0,0.0018198865
14399.0,0.0018199
14405.0,0.0018199131
14411.0,0.0018199259
14417.0,0.0018199383
14423.0,0.0018199504
14429.0,0.0018199622
14435.0,0.0018199736
14441.0,0.0018199847
14447.0,0.0018199955
14453.0,0.001820006
14459.0,0.0018200161
14465.0,0.0018200259
14471.0,0.0018200354
14477.0,0.0018200446
14483.0,0.0018200535
14489.0,0.0018200621
14495.0,0.0018200703
14501.0,0.0018200783
14507.0,0.001820086
14513.0,0.0018200935
14519.0,0.0018201007
14525.0,0.0018201076
14531.0,0.0018201143
14537.0,0.0018201208
14543.0,0.001820127
14549.0,0.0018201329
14555.0,0.0018201386
14561.0,0.0018201441
14567.0,0.0018201493
14573.0,0.0018201542
14579.0,0.0018201589
14585.0,0.0018201634
14591.0,0.0018201676
14597.0,0.0018201716
14603.0,0.0018201754
14609.0,0.0018201789
14615.0,0.0018201822
14621.0,0.0018201852
14627.0,0.001820188
14633.0,0.0018201906
14639.0,0.0018201929
14645.0,0.001820195
14651.0,0.0018201968
14657.0,0.0018201984
14663.0,0.0018201998
14669.0,0.0018202009
14675.0,0.0018202018
14681.0,0.0018202025
14687.0,0.0018202029
14693.0,0.0018202031
14695.0,0.0018202031
15304.0,0.0018202031
,
,
