SPSBEAM/B,SPSBEAM/B
X,Y
4513.0,1.6779329826
4519.0,1.6813827359
4525.0,1.6848212449
4531.0,1.6882485096
4537.0,1.6916645302
4543.0,1.6950693066
4549.0,1.6984628387
4555.0,1.7018451266
4561.0,1.7052161703
4567.0,1.7085759698
4573.0,1.7119245251
4579.0,1.7152618361
4585.0,1.718587903
4591.0,1.7219027256
4597.0,1.725206304
4603.0,1.7284986382
4609.0,1.7317797281
4615.0,1.7350495739
4621.0,1.7383081754
4627.0,1.7415555328
4633.0,1.7447916459
4639.0,1.7480165148
4645.0,1.7512301395
4651.0,1.7544325199
4657.0,1.7576236562
4663.0,1.7608035482
4669.0,1.763972196
4675.0,1.7671295996
4681.0,1.770275759
4687.0,1.7734106742
4693.0,1.7765343451
4699.0,1.7796467719
4705.0,1.7827479544
4711.0,1.7858378927
4717.0,1.7889165868
4723.0,1.7919840366
4729.0,1.7950402423
4735.0,1.7980852037
4741.0,1.801118921
4747.0,1.804141394
4753.0,1.8071526228
4759.0,1.8101526073
4765.0,1.8131413477
4771.0,1.8161188438
4777.0,1.8190818671
4783.0,1.8220244768
4789.0,1.8249465437
4795.0,1.8278480678
4801.0,1.8307290493
4807.0,1.8335894879
4813.0,1.8364293838
4819.0,1.839248737
4825.0,1.8420475474
4831.0,1.844825815
4837.0,1.84758354
4843.0,1.8503207221
4849.0,1.8530373615
4855.0,1.8557334582
4861.0,1.8584090121
4867.0,1.8610640232
4873.0,1.8636984916
4879.0,1.8663124173
4885.0,1.8689058001
4891.0,1.8714786403
4897.0,1.8740309377
4903.0,1.8765626923
4909.0,1.8790739042
4915.0,1.8815645734
4921.0,1.8840346997
4927.0,1.8864842834
4933.0,1.8889133243
4939.0,1.8913218224
4945.0,1.8937097778
4951.0,1.8960771904
4957.0,1.8984240603
4963.0,1.9007503874
4969.0,1.9030561718
4975.0,1.9053414134
4981.0,1.9076061123
4987.0,1.9098502685
4993.0,1.9120738818
4999.0,1.9142769524
5005.0,1.9164594803
5011.0,1.9186214654
5017.0,1.9207629078
5023.0,1.9228838074
5029.0,1.9249841643
5035.0,1.9270639784
5041.0,1.9291232498
5047.0,1.9311619784
5053.0,1.9331801643
5059.0,1.9351778074
5065.0,1.9371549077
5071.0,1.9391114653
5077.0,1.9410474802
5083.0,1.9429629523
5089.0,1.9448578817
5095.0,1.9467322683
5101.0,1.9485861121
5107.0,1.9504194132
5113.0,1.9522321716
5119.0,1.9540243872
5125.0,1.95579606
5131.0,1.9575471901
5137.0,1.9592777775
5143.0,1.9609878221
5149.0,1.9626773239
5155.0,1.964346283
5161.0,1.9659946994
5167.0,1.967622573
5173.0,1.9692299038
5179.0,1.9708166919
5185.0,1.9723829372
5191.0,1.9739286398
5197.0,1.9754537996
5203.0,1.9769584167
5209.0,1.9784424911
5215.0,1.9799060227
5221.0,1.9813490115
5227.0,1.9827714576
5233.0,1.9841733609
5239.0,1.9855547215
5245.0,1.9869155393
5251.0,1.9882558144
5257.0,1.9895755467
5263.0,1.9908747363
5269.0,1.9921533831
5275.0,1.9934114872
5281.0,1.9946490485
5287.0,1.9958660671
5293.0,1.9970625429
5299.0,1.9982384759
5305.0,1.9993938663
5311.0,2.0005287138
5317.0,2.0016430186
5323.0,2.0027367807
5329.0,2.00381
5335.0,2.0048626766
5341.0,2.0058948104
5347.0,2.0069064014
5353.0,2.0078974497
5359.0,2.0088679553
5365.0,2.0098179181
5371.0,2.0107473382
5377.0,2.0116562155
5383.0,2.01254455
5389.0,2.0134123418
5395.0,2.0142595909
5401.0,2.0150862972
5407.0,2.0158924607
5413.0,2.0166780815
5419.0,2.0174431595
5425.0,2.0181876948
5431.0,2.0189116874
5437.0,2.0196151372
5443.0,2.0202980442
5449.0,2.0209604085
5455.0,2.02160223
5461.0,2.0222235088
5467.0,2.0228242448
5473.0,2.0234044381
5479.0,2.0239640887
5485.0,2.0245031964
5491.0,2.0250217615
5497.0,2.0255197838
5503.0,2.0259972633
5509.0,2.0264542001
5515.0,2.0268905941
5521.0,2.0273064454
5527.0,2.0277006615
5533.0,2.0280666879
5539.0,2.0284034322
5545.0,2.0287108944
5551.0,2.0289890744
5557.0,2.0292379724
5563.0,2.0294575882
5569.0,2.029647922
5575.0,2.0298089736
5581.0,2.0299407431
5587.0,2.0300432305
5593.0,2.0301164358
5599.0,2.0301603589
5605.0,2.030175
6650.0,2.030175
