SPSBEAM/MOMENTUM,SPSBEAM/MOMENTUM
X,Y
3259.0,176.76939
3265.0,177.726
3271.0,178.68459
3277.0,179.64516
3283.0,180.60771
3289.0,181.57224
3295.0,182.53875
3301.0,183.50724
3307.0,184.47771
3313.0,185.45016
3319.0,186.42459
3325.0,187.401
3331.0,188.37939
3337.0,189.35976
3343.0,190.34211
3349.0,191.326
3385.0,197.23
3391.0,198.214
3397.0,199.198
3403.0,200.182
3409.0,201.166
3415.0,202.15
3421.0,203.134
3427.0,204.118
3433.0,205.102
3439.0,206.086
3445.0,207.07
3451.0,208.054
3457.0,209.038
3463.0,210.022
3469.0,211.006
3475.0,211.99
3487.0,213.958
3493.0,214.942
3499.0,215.926
3505.0,216.91
3511.0,217.894
3517.0,218.878
3523.0,219.862
3529.0,220.846
3535.0,221.83
3541.0,222.814
3547.0,223.798
3553.0,224.782
3559.0,225.766
3565.0,226.75
3571.0,227.734
3577.0,228.718
3583.0,229.702
3589.0,230.686
3601.0,232.654
3607.0,233.638
3613.0,234.622
3619.0,235.606
3625.0,236.59
3631.0,237.574
3649.0,240.526
3655.0,241.51
3661.0,242.494
3667.0,243.478
3673.0,244.462
3679.0,245.446
3685.0,246.43
3691.0,247.414
3697.0,248.398
3703.0,249.382
3721.0,252.334
3733.0,254.302
3739.0,255.286
3745.0,256.27
3751.0,257.254
3763.0,259.222
3769.0,260.206
3775.0,261.19
3781.0,262.174
3787.0,263.158
3793.0,264.142
3805.0,266.11
3817.0,268.078
3823.0,269.062
3829.0,270.046
3835.0,271.03
3841.0,272.014
3847.0,272.998
3853.0,273.982
3865.0,275.95
3877.0,277.918
3889.0,279.886
3895.0,280.87
3901.0,281.854
3907.0,282.838
3913.0,283.822
3919.0,284.806
3937.0,287.758
3955.0,290.71
3967.0,292.678
3991.0,296.614
3997.0,297.5976876607
4003.0,298.579188946
4009.0,299.5581915167
4015.0,300.5346953728
4021.0,301.5087005141
4027.0,302.4802069409
4033.0,303.449214653
4039.0,304.4157236504
4045.0,305.3797339332
4051.0,306.3412455013
4057.0,307.3002583548
4063.0,308.2567724936
4069.0,309.2107879177
4075.0,310.1623046272
4081.0,311.1113226221
4087.0,312.0578419023
4093.0,313.0018624679
4099.0,313.9433843188
4105.0,314.882407455
4111.0,315.8189318766
4117.0,316.7529575835
4123.0,317.6844845758
4129.0,318.6135128535
4135.0,319.5400424165
4141.0,320.4640732648
4147.0,321.3856053985
4153.0,322.3046388175
4159.0,323.2211735219
4165.0,324.1352095116
4171.0,325.0467467866
4177.0,325.955785347
4183.0,326.8623251928
4189.0,327.7663663239
4195.0,328.6679087404
4201.0,329.5669524422
4207.0,330.4634974293
4213.0,331.3575437018
4219.0,332.2490912596
4225.0,333.1381401028
4231.0,334.0246902314
4237.0,334.9087416452
4243.0,335.7902943445
4249.0,336.669348329
4255.0,337.545903599
4261.0,338.4199601542
4267.0,339.2915179949
4273.0,340.1605771208
4279.0,341.0271375321
4285.0,341.8911992288
4291.0,342.7527622108
4297.0,343.6118264781
4303.0,344.4683920308
4309.0,345.3224588689
4315.0,346.1740269923
4321.0,347.023096401
4327.0,347.8696670951
4333.0,348.7137390746
4339.0,349.5553123393
4345.0,350.3943868895
4351.0,351.2309627249
4357.0,352.0650398458
4363.0,352.8966182519
4369.0,353.7256979434
4375.0,354.5522789203
4381.0,355.3763611825
4387.0,356.1979447301
4393.0,357.017029563
4399.0,357.8336156812
4405.0,358.6477030848
4411.0,359.4592917738
4417.0,360.2683817481
4423.0,361.0749730077
4429.0,361.8790655527
4435.0,362.680659383
4441.0,363.4797544987
4447.0,364.2763508997
4453.0,365.0704485861
4459.0,365.8620475578
4465.0,366.6511478149
4471.0,367.4377493573
4477.0,368.2218521851
4483.0,369.0034562982
4489.0,369.7825616967
4495.0,370.5591683805
4501.0,371.3332763496
4507.0,372.1048856041
4513.0,372.873996144
4519.0,373.6406079692
4525.0,374.4047210797
4531.0,375.1663354756
4537.0,375.9254511568
4543.0,376.6820681234
4549.0,377.4361863753
4555.0,378.1878059126
4561.0,378.9369267352
4567.0,379.6835488432
4573.0,380.4276722365
4579.0,381.1692969152
4585.0,381.9084228792
4591.0,382.6450501285
4597.0,383.3791786632
4603.0,384.1108084833
4609.0,384.8399395887
4615.0,385.5665719794
4621.0,386.2907056555
4627.0,387.012340617
4633.0,387.7314768638
4639.0,388.4481143959
4645.0,389.1622532134
4651.0,389.8738933162
4657.0,390.5830347044
4663.0,391.2896773779
4669.0,391.9938213368
4675.0,392.695466581
4681.0,393.3946131105
4687.0,394.0912609254
4693.0,394.7854100257
4699.0,395.4770604113
4705.0,396.1662120823
4711.0,396.8528650386
4717.0,397.5370192802
4723.0,398.2186748072
4729.0,398.8978316195
4735.0,399.5744897172
4741.0,400.2486491003
4747.0,400.9203097686
4753.0,401.5894717224
4759.0,402.2561349614
4765.0,402.9202994859
4771.0,403.5819652956
4777.0,404.2404149112
4783.0,404.8943281701
4789.0,405.5436763732
4795.0,406.1884595205
4801.0,406.828677612
4807.0,407.4643306477
4813.0,408.0954186276
4819.0,408.7219415516
4825.0,409.3438994199
4831.0,409.9612922323
4837.0,410.574119989
4843.0,411.1823826898
4849.0,411.7860803348
4855.0,412.385212924
4861.0,412.9797804574
4867.0,413.569782935
4873.0,414.1552203568
4879.0,414.7360927227
4885.0,415.3124000329
4891.0,415.8841422872
4897.0,416.4513194858
4903.0,417.0139316285
4909.0,417.5719787154
4915.0,418.1254607465
4921.0,418.6743777218
4927.0,419.2187296413
4933.0,419.758516505
4939.0,420.2937383129
4945.0,420.8243950649
4951.0,421.3504867612
4957.0,421.8720134016
4963.0,422.3889749863
4969.0,422.9013715151
4975.0,423.4092029881
4981.0,423.9124694053
4987.0,424.4111707667
4993.0,424.9053070723
4999.0,425.3948783221
5005.0,425.879884516
5011.0,426.3603256542
5017.0,426.8362017365
5023.0,427.3075127631
5029.0,427.7742587338
5035.0,428.2364396487
5041.0,428.6940555078
5047.0,429.1471063111
5053.0,429.5955920586
5059.0,430.0395127503
5065.0,430.4788683862
5071.0,430.9136589662
5077.0,431.3438844905
5083.0,431.7695449589
5089.0,432.1906403716
5095.0,432.6071707284
5101.0,433.0191360294
5107.0,433.4265362746
5113.0,433.829371464
5119.0,434.2276415976
5125.0,434.6213466754
5131.0,435.0104866973
5137.0,435.3950616635
5143.0,435.7750715738
5149.0,436.1505164284
5155.0,436.5213962271
5161.0,436.88771097
5167.0,437.2494606571
5173.0,437.6066452884
5179.0,437.9592648639
5185.0,438.3073193836
5191.0,438.6508088475
5197.0,438.9897332555
5203.0,439.3240926078
5209.0,439.6538869042
5215.0,439.9791161449
5221.0,440.2997803297
5227.0,440.6158794587
5233.0,440.9274135319
5239.0,441.2343825493
5245.0,441.5367865109
5251.0,441.8346254167
5257.0,442.1278992666
5263.0,442.4166080608
5269.0,442.7007517991
5275.0,442.9803304817
5281.0,443.2553441084
5287.0,443.5257926793
5293.0,443.7916761944
5299.0,444.0529946537
5305.0,444.3097480572
5311.0,444.5619364049
5317.0,444.8095596968
5323.0,445.0526179328
5329.0,445.2911111131
5335.0,445.5250392375
5341.0,445.7544023061
5347.0,445.979200319
5353.0,446.199433276
5359.0,446.4151011772
5365.0,446.6262040226
5371.0,446.8327418122
5377.0,447.0347145459
5383.0,447.2321222239
5389.0,447.424964846
5395.0,447.6132424124
5401.0,447.7969549229
5407.0,447.9761023777
5413.0,448.1506847766
5419.0,448.3207021197
5425.0,448.486154407
5431.0,448.6470416385
5437.0,448.8033638141
5443.0,448.955120934
5449.0,449.1023129981
5455.0,449.2449400063
5461.0,449.3830019588
5467.0,449.5164988554
5473.0,449.6454306962
5479.0,449.7697974812
5485.0,449.8895992104
5491.0,450.0048358838
5497.0,450.1155075014
5503.0,450.2216140632
5509.0,450.3231555691
5515.0,450.4201320193
5521.0,450.5125434136
5527.0,450.6001469921
5533.0,450.6814861945
5539.0,450.7563182606
5545.0,450.8246431906
5551.0,450.8864609844
5557.0,450.941771642
5563.0,450.9905751634
5569.0,451.0328715486
5575.0,451.0686607977
5581.0,451.0979429105
5587.0,451.1207178872
5593.0,451.1369857276
5599.0,451.1467464319
5605.0,451.15
6650.0,451.15
