SPSBEAM/GAMMA,SPSBEAM/GAMMA
X,Y
3272.0,267.9176039560087
3278.0,269.0110958943354
3302.0,273.3850642545054
3314.0,275.5720487885945
3326.0,277.75903355125354
3332.0,278.8525260166162
3338.0,279.9460185371256
3350.0,282.1330037410199
3374.0,286.5069747829046
3386.0,288.69396061128776
3392.0,289.7874536003094
3398.0,290.88094663846766
3404.0,291.97443972521035
3410.0,293.0679328599937
3416.0,294.16142604228185
3422.0,295.2549192715471
3428.0,296.34841254726956
3434.0,297.44190586893654
3452.0,300.72238610459385
3464.0,302.909373149027
3482.0,306.1898540372121
3494.0,308.3768415050387
3500.0,309.47033530033343
3506.0,310.56191072569976
3512.0,311.6496493701619
3518.0,312.733551232892
3524.0,313.8136163130778
3530.0,314.8898446099223
3536.0,315.96223612264384
3542.0,317.0307908504753
3548.0,318.0955087926637
3554.0,319.15638994847046
3560.0,320.2134343171704
3566.0,321.266641898052
3572.0,322.31601269041647
3578.0,323.36154669357796
3584.0,324.40324390686317
3590.0,325.441104329611
3596.0,326.47512796117235
3602.0,327.5053148009095
3608.0,328.5316648481965
3614.0,329.55417810241846
3620.0,330.57285456297114
3626.0,331.5876942292615
3632.0,332.5986971007065
3638.0,333.6058631767336
3644.0,334.60919245678
3650.0,335.608684940293
3656.0,336.60434062672925
3662.0,337.596159515555
3668.0,338.58414160624534
3674.0,339.56828689828455
3680.0,340.54859539116586
3686.0,341.52506708439086
3692.0,342.4977019774697
3698.0,343.46650006992076
3704.0,344.4314613612705
3710.0,345.3925858510533
3716.0,346.3498735388114
3722.0,347.3033244240944
3728.0,348.2529385064597
3734.0,349.19871578547156
3740.0,350.140656260702
3746.0,351.0787599317294
3752.0,352.0130267981394
3758.0,352.94345685952436
3764.0,353.870050115483
3770.0,354.7928065656208
3776.0,355.71172620954945
3782.0,356.62680904688665
3788.0,357.5380550772568
3794.0,358.4454643002896
3800.0,359.34903671562085
3806.0,360.2487723228924
3812.0,361.1446711217515
3818.0,362.0367331118507
3824.0,362.92495829284843
3830.0,363.80934666440817
3836.0,364.6898982261987
3842.0,365.5666129778939
3848.0,366.4394909191728
3854.0,367.3085320497191
3860.0,368.1737363692217
3866.0,369.035103877374
3872.0,369.89263457387426
3878.0,370.74632845842507
3884.0,371.5961855307338
3890.0,372.4422057905121
3896.0,373.2843892374759
3902.0,374.1227358713455
3908.0,374.9572456918455
3914.0,375.78791869870435
3920.0,376.6147548916546
3926.0,377.43775427043295
3932.0,378.25691683477976
3938.0,379.0722425844394
3944.0,379.8837315191599
3950.0,380.69138363869297
3956.0,381.4951989427941
3962.0,382.29517743122216
3968.0,383.0913191037397
3974.0,383.8836239601125
3980.0,384.67209200011
3986.0,385.4567232235047
3992.0,386.23751763007255
3998.0,387.0144752195926
4004.0,387.7875959918472
4010.0,388.5568799466217
4016.0,389.3223270837046
4022.0,390.08393740288716
4028.0,390.8417109039641
4034.0,391.5956475867324
4040.0,392.3457474509925
4046.0,393.09201049654735
4052.0,393.8344367232025
4058.0,394.5730261307666
4064.0,395.3075771068402
4070.0,396.0374344114576
4076.0,396.7625476414847
4082.0,397.4829167966028
4088.0,398.1985418766033
4094.0,398.90942288128036
4100.0,399.6155598105383
4106.0,400.31695266407075
4112.0,401.0136014416814
4118.0,401.7055061431767
4124.0,402.3926667684727
4130.0,403.07508331716843
4136.0,403.7527557892921
4142.0,404.4256841846615
4148.0,405.0938685028842
4154.0,405.75730874399653
4160.0,406.41600490771765
