SPSBEAM/ETA,SPSBEAM/ETA
X,Y
5810.0,0.001852414
5885.0,0.0018524143
5910.0,0.0018524144
5960.0,0.0018524146
6060.0,0.001852415
6110.0,0.0018524152
6160.0,0.0018524154
6210.0,0.0018524156
6260.0,0.0018524158
6335.0,0.0018524161
6360.0,0.0018524163
6485.0,0.0018524167
6660.0,0.0018524174
6760.0,0.0018524178
6860.0,0.0018524182
6910.0,0.0018524185
6960.0,0.0018524187
7010.0,0.0018524189
7060.0,0.0018524191
7160.0,0.0018524195
7210.0,0.0018524197
7260.0,0.0018524199
7310.0,0.0018524201
7360.0,0.0018524204
7410.0,0.0018524206
7810.0,0.0018524224
7910.0,0.0018524228
7960.0,0.0018524231
8010.0,0.0018524233
8060.0,0.0018524235
8135.0,0.0018524238
8160.0,0.0018524239
8260.0,0.0018524243
8310.0,0.0018524245
8360.0,0.0018524247
8410.0,0.0018524249
8435.0,0.001852425
8510.0,0.0018524253
8585.0,0.0018524257
8660.0,0.001852426
8760.0,0.0018524265
8810.0,0.0018524267
8860.0,0.001852427
8885.0,0.0018524272
8910.0,0.0018524273
8960.0,0.0018524277
9010.0,0.0018524281
9035.0,0.0018524284
9060.0,0.0018524286
9110.0,0.0018524293
9160.0,0.00185243
9235.0,0.0018524314
9240.0,0.0018524325
