SPSBEAM/B,SPSBEAM/B
X,Y
4835.0,1.8005260879
4860.0,1.8005619993
4910.0,1.8006374826
4960.0,1.8007067721
4985.0,1.8007388818
5010.0,1.8007724526
5060.0,1.8008321507
5110.0,1.8008842468
5135.0,1.800909191
5160.0,1.8009329951
5210.0,1.8009785398
5310.0,1.8010673056
5410.0,1.8011505774
5460.0,1.8011935838
5560.0,1.8012737343
5610.0,1.8013125641
5710.0,1.8013877196
5760.0,1.8014238046
5810.0,1.8014585333
5885.0,1.8015118414
5910.0,1.8015287427
5960.0,1.8015642445
6060.0,1.8016318124
6110.0,1.8016662462
6160.0,1.8016994001
6210.0,1.8017315633
6260.0,1.8017656806
6335.0,1.8018146056
6360.0,1.801831741
6485.0,1.8019123096
6660.0,1.8020272084
6760.0,1.8020925456
6860.0,1.8021595577
6910.0,1.802194072
6960.0,1.8022265015
7010.0,1.802262223
7060.0,1.8022954681
7160.0,1.8023647049
7210.0,1.802401144
7260.0,1.802434732
7310.0,1.8024719202
7360.0,1.8025081629
7410.0,1.8025432194
7810.0,1.8028401222
7910.0,1.8029132854
7960.0,1.8029487345
8010.0,1.8029864207
8060.0,1.8030204821
8135.0,1.8030734016
8160.0,1.8030898204
8260.0,1.8031583533
8310.0,1.8031918668
8360.0,1.80322429
8410.0,1.8032580621
8435.0,1.8032759415
8510.0,1.8033242181
8585.0,1.8033778309
8660.0,1.8034317131
8760.0,1.8035103713
8810.0,1.8035538427
8860.0,1.8036003472
8885.0,1.803626761
8910.0,1.8036517172
8960.0,1.8037123989
9010.0,1.803783542
9035.0,1.8038253832
9060.0,1.8038654156
9110.0,1.8039720515
9160.0,1.8040936004
9235.0,1.8043223176
9240.0,1.8045115989
