TWC_200/BUCKET_AREA_CALC,TWC_200/BUCKET_AREA_CALC
X,Y
12019.0,0.676
12031.0,0.676
12043.0,0.677
12055.0,0.677
12067.0,0.678
12079.0,0.678
12091.0,0.678
12103.0,0.679
12115.0,0.679
12127.0,0.68
12139.0,0.68
12151.0,0.68
12163.0,0.681
12175.0,0.681
12187.0,0.682
12199.0,0.682
12211.0,0.682
12223.0,0.683
12235.0,0.683
12247.0,0.684
12259.0,0.684
12271.0,0.684
12283.0,0.685
12295.0,0.685
12307.0,0.685
12319.0,0.686
12331.0,0.686
12343.0,0.686
12355.0,0.687
12367.0,0.687
12379.0,0.688
12391.0,0.688
12403.0,0.688
12415.0,0.689
12427.0,0.689
12439.0,0.689
12451.0,0.69
12463.0,0.69
12475.0,0.69
12487.0,0.691
12499.0,0.691
12511.0,0.691
12523.0,0.692
12535.0,0.692
12547.0,0.692
12559.0,0.692
12571.0,0.693
12583.0,0.693
12595.0,0.693
12607.0,0.694
12619.0,0.694
12631.0,0.694
12643.0,0.694
12655.0,0.695
12667.0,0.695
12679.0,0.695
12691.0,0.696
12703.0,0.696
12715.0,0.696
12727.0,0.696
12739.0,0.697
12751.0,0.697
12763.0,0.697
12775.0,0.697
12787.0,0.698
12799.0,0.698
12811.0,0.698
12823.0,0.698
12835.0,0.698
12847.0,0.699
12859.0,0.699
12871.0,0.699
12883.0,0.699
12895.0,0.699
12907.0,0.7
12919.0,0.7
12931.0,0.7
12943.0,0.7
12955.0,0.7
12967.0,0.7
12979.0,0.701
12991.0,0.701
13003.0,0.701
13015.0,0.702
13027.0,0.704
13039.0,0.706
13051.0,0.708
13087.0,0.713
13099.0,0.715
13111.0,0.717
13123.0,0.719
13135.0,0.721
13147.0,0.723
13159.0,0.724
13171.0,0.726
13183.0,0.728
13195.0,0.73
13207.0,0.732
13219.0,0.734
13231.0,0.735
13243.0,0.737
13255.0,0.739
13267.0,0.741
13279.0,0.743
13291.0,0.744
13303.0,0.746
13315.0,0.748
13327.0,0.75
13339.0,0.752
13351.0,0.753
13363.0,0.755
13375.0,0.757
13387.0,0.759
13399.0,0.76
13423.0,0.764
13435.0,0.766
13447.0,0.767
13459.0,0.769
13471.0,0.771
13483.0,0.773
13495.0,0.774
13519.0,0.778
13531.0,0.779
13543.0,0.781
13555.0,0.783
13579.0,0.786
13591.0,0.788
13603.0,0.79
13615.0,0.791
13627.0,0.793
13639.0,0.795
13651.0,0.796
13663.0,0.798
13675.0,0.8
13687.0,0.802
13699.0,0.803
13711.0,0.805
13747.0,0.81
13759.0,0.811
13771.0,0.813
13783.0,0.815
13795.0,0.816
13807.0,0.818
13819.0,0.82
13831.0,0.821
13843.0,0.823
13855.0,0.825
13867.0,0.826
13879.0,0.828
13891.0,0.829
13915.0,0.833
13927.0,0.834
13951.0,0.837
13963.0,0.839
13975.0,0.841
13987.0,0.842
14011.0,0.845
14059.0,0.852
14083.0,0.855
14095.0,0.856
14107.0,0.858
14119.0,0.86
14131.0,0.861
14143.0,0.863
14179.0,0.867
14191.0,0.869
14227.0,0.874
14239.0,0.875
14251.0,0.877
14263.0,0.878
14275.0,0.88
14287.0,0.881
14323.0,0.886
14347.0,0.889
14359.0,0.89
14371.0,0.892
14383.0,0.893
14395.0,0.895
14407.0,0.896
14431.0,0.899
14443.0,0.901
14455.0,0.902
14467.0,0.904
14491.0,0.907
14515.0,0.91
14527.0,0.911
14551.0,0.914
14563.0,0.916
14599.0,0.92
14611.0,0.921
14623.0,0.923
14635.0,0.924
14647.0,0.926
14683.0,0.93
14695.0,0.932
14707.0,0.933
14719.0,0.934
14755.0,0.939
14767.0,0.94
14779.0,0.942
14803.0,0.944
14815.0,0.946
14827.0,0.947
14839.0,0.949
14851.0,0.95
14863.0,0.952
14875.0,0.953
14911.0,0.957
14923.0,0.959
14935.0,0.96
14959.0,0.963
14971.0,0.964
14995.0,0.967
15007.0,0.968
15031.0,0.971
15055.0,0.974
15067.0,0.975
15079.0,0.977
15091.0,0.978
15103.0,0.979
15115.0,0.981
15139.0,0.983
15151.0,0.985
15187.0,0.989
15199.0,0.99
15211.0,0.992
15223.0,0.993
15235.0,0.994
15247.0,0.996
15259.0,0.997
15271.0,0.998
15283.0,1.0
15295.0,1.001
15307.0,1.002
15343.0,1.006
15355.0,1.008
15367.0,1.009
15391.0,1.012
15403.0,1.013
15415.0,1.014
15427.0,1.016
15439.0,1.017
15451.0,1.018
15463.0,1.02
15475.0,1.021
15511.0,1.025
15535.0,1.028
15571.0,1.032
15583.0,1.033
15619.0,1.037
15631.0,1.038
15643.0,1.039
15655.0,1.041
15667.0,1.042
15679.0,1.043
15691.0,1.044
15703.0,1.046
15727.0,1.048
15739.0,1.05
15787.0,1.055
15811.0,1.057
15823.0,1.059
15835.0,1.06
15847.0,1.061
15859.0,1.062
15871.0,1.064
15883.0,1.065
15895.0,1.066
15907.0,1.067
15979.0,1.075
16015.0,1.079
16039.0,1.081
16051.0,1.082
16063.0,1.084
16075.0,1.085
16087.0,1.086
16099.0,1.087
16111.0,1.089
16123.0,1.09
16135.0,1.091
16207.0,1.099
16219.0,1.107
16231.0,1.116
16243.0,1.126
16255.0,1.136
16267.0,1.146
16279.0,1.155
16291.0,1.165
16303.0,1.175
16315.0,1.185
16327.0,1.195
16339.0,1.205
16351.0,1.215
16363.0,1.225
16375.0,1.236
16387.0,1.246
16399.0,1.256
16411.0,1.266
16423.0,1.277
16435.0,1.287
16447.0,1.297
16459.0,1.308
16471.0,1.318
16483.0,1.329
16495.0,1.339
16507.0,1.35
16519.0,1.361
16531.0,1.371
16543.0,1.382
16555.0,1.393
16567.0,1.404
16579.0,1.415
16591.0,1.426
16603.0,1.437
16615.0,1.453
16627.0,1.473
16639.0,1.494
16651.0,1.514
16663.0,1.535
16675.0,1.557
16687.0,1.578
16699.0,1.6
16711.0,1.622
16723.0,1.644
16735.0,1.667
16747.0,1.69
16759.0,1.713
16771.0,1.736
16783.0,1.76
16795.0,1.785
16807.0,1.809
16819.0,1.834
16831.0,1.86
16843.0,1.886
16855.0,1.913
16867.0,1.94
16879.0,1.968
16891.0,1.997
16903.0,2.028
16915.0,2.06
16927.0,2.093
16939.0,2.131
16950.0,2.155
16951.0,2.158
16954.0,2.165
17054.0,2.381
17454.0,2.381
,
,
