SPSBEAM/MOMENTUM,SPSBEAM/MOMENTUM
X,Y
12431.0,90.35564
12437.0,91.08851
12443.0,91.82336
12449.0,92.56019
12455.0,93.299
12461.0,94.03979
12467.0,94.78256
12473.0,95.52731
12479.0,96.27404
12485.0,97.02275
12491.0,97.77344
12497.0,98.52611
12503.0,99.28076
12509.0,100.03739
12515.0,100.796
12521.0,101.55659
12527.0,102.31916
12533.0,103.08371
12539.0,103.85024
12545.0,104.61875
12551.0,105.38924
12557.0,106.16171
12563.0,106.93616
12569.0,107.71259
12575.0,108.491
12581.0,109.27139
12587.0,110.05376
12593.0,110.83811
12599.0,111.62444
12605.0,112.41275
12611.0,113.20304
12617.0,113.99531
12623.0,114.78956
12629.0,115.58579
12635.0,116.384
12641.0,117.18419
12647.0,117.98636
12653.0,118.79051
12659.0,119.59664
12665.0,120.40475
12671.0,121.21484
12677.0,122.02691
12683.0,122.84096
12689.0,123.65699
12695.0,124.475
12701.0,125.29499
12707.0,126.11696
12713.0,126.94091
12719.0,127.76684
12725.0,128.59475
12731.0,129.42464
12737.0,130.25651
12743.0,131.09036
12749.0,131.92619
12755.0,132.764
12761.0,133.60379
12767.0,134.44556
12773.0,135.28931
12779.0,136.13504
12785.0,136.98275
12791.0,137.83244
12797.0,138.68411
12803.0,139.53776
12809.0,140.39339
12815.0,141.251
12821.0,142.11059
12827.0,142.97216
12833.0,143.83571
12839.0,144.70124
12845.0,145.56875
12851.0,146.43824
12857.0,147.30971
12863.0,148.18316
12869.0,149.05859
12875.0,149.936
12881.0,150.81539
12887.0,151.69676
12893.0,152.58011
12899.0,153.46544
12905.0,154.35275
12911.0,155.24204
12917.0,156.13331
12923.0,157.02656
12929.0,157.92179
12935.0,158.819
12941.0,159.71819
12947.0,160.61936
12953.0,161.52251
12959.0,162.42764
12965.0,163.33475
12971.0,164.24384
12977.0,165.15491
12983.0,166.06796
12989.0,166.98299
12995.0,167.9
13001.0,168.81899
13007.0,169.73996
13013.0,170.66291
13019.0,171.58784
13025.0,172.51475
13031.0,173.44364
13037.0,174.37451
13043.0,175.30736
13049.0,176.24219
13055.0,177.179
13061.0,178.11779
13067.0,179.05856
13073.0,180.00131
13079.0,180.94604
13085.0,181.89275
13091.0,182.84144
13097.0,183.79211
13103.0,184.74476
13109.0,185.69939
13115.0,186.656
13121.0,187.61459
13127.0,188.57516
13133.0,189.53771
13139.0,190.50224
13145.0,191.46875
13151.0,192.43724
13157.0,193.40771
13163.0,194.38016
13169.0,195.35459
13175.0,196.331
13181.0,197.30939
13187.0,198.28976
13193.0,199.27211
13199.0,200.256
13235.0,206.16
13241.0,207.144
13247.0,208.128
13253.0,209.112
13259.0,210.096
13265.0,211.08
13271.0,212.064
13277.0,213.048
13283.0,214.032
13289.0,215.016
13295.0,216.0
13301.0,216.984
13307.0,217.968
13313.0,218.952
13319.0,219.936
13337.0,222.888
13343.0,223.872
13349.0,224.856
13355.0,225.84
13361.0,226.824
13367.0,227.808
13373.0,228.792
13379.0,229.776
13385.0,230.76
13391.0,231.744
13397.0,232.728
13403.0,233.712
13409.0,234.696
13421.0,236.664
13427.0,237.648
13445.0,240.6
13451.0,241.584
13457.0,242.568
13463.0,243.552
13469.0,244.536
13475.0,245.52
13487.0,247.488
13493.0,248.472
13499.0,249.456
13505.0,250.44
13511.0,251.424
13517.0,252.408
13523.0,253.392
13529.0,254.376
13535.0,255.36
13541.0,256.344
13553.0,258.312
13559.0,259.296
13565.0,260.28
13571.0,261.264
13601.0,266.184
13613.0,268.152
13619.0,269.136
13625.0,270.12
13637.0,272.088
13643.0,273.072
13655.0,275.04
13685.0,279.96
13691.0,280.944
13697.0,281.928
13703.0,282.912
13733.0,287.832
13757.0,291.768
13763.0,292.752
13775.0,294.72
13781.0,295.704
13793.0,297.672
13799.0,298.656
13805.0,299.64
13811.0,300.624
13817.0,301.608
13823.0,302.592
13829.0,303.576
13835.0,304.56
13841.0,305.544
13847.0,306.5272616408
13853.0,307.5053547672
13859.0,308.47754102
13865.0,309.4438203991
13871.0,310.4041929047
13877.0,311.3586585366
13883.0,312.3072172949
13889.0,313.2498691796
13895.0,314.1866141907
13901.0,315.1174523282
13907.0,316.042383592
13913.0,316.9614079823
13919.0,317.8745254989
13925.0,318.7817361419
13931.0,319.6830399113
13937.0,320.5784368071
13943.0,321.4679268293
13949.0,322.3515099778
13955.0,323.2291862528
13961.0,324.1009556541
13967.0,324.9668181818
13973.0,325.8267738359
13979.0,326.6808226164
13985.0,327.5289645233
13991.0,328.3711995565
13997.0,329.2075277162
14003.0,330.0379490022
14009.0,330.8624634146
14015.0,331.6810709534
14021.0,332.4937716186
14027.0,333.3005654102
14033.0,334.1014523282
14039.0,334.8964323725
14045.0,335.6855055432
14051.0,336.4686718404
14057.0,337.2459312639
14063.0,338.0172838137
14069.0,338.78272949
14075.0,339.5422682927
14081.0,340.2959002217
14087.0,341.0436252772
14093.0,341.785443459
14099.0,342.5213547672
14105.0,343.2513592018
14111.0,343.9754567627
14117.0,344.6936474501
14123.0,345.4059312639
14129.0,346.112308204
14135.0,346.8127782705
14141.0,347.5073414634
14147.0,348.1959977827
14153.0,348.8787472284
14159.0,349.5555898004
14165.0,350.2265254989
14171.0,350.8915543237
14177.0,351.5506762749
14183.0,352.2038913525
14189.0,352.8511995565
14195.0,353.4926008869
14201.0,354.1280953437
14207.0,354.7576829268
14213.0,355.3813636364
14219.0,355.9991374723
14225.0,356.6110044346
14231.0,357.2169645233
14237.0,357.8170177384
14243.0,358.4111640798
14249.0,358.9994035477
14255.0,359.5817361419
14261.0,360.1581618625
14267.0,360.7286807095
14273.0,361.2932926829
14279.0,361.8519977827
14285.0,362.4047960089
14291.0,362.9516873614
14297.0,363.49250885
14303.0,364.0251416
14309.0,364.54893365
14315.0,365.063885
14321.0,365.56999565
14327.0,366.0672656
14333.0,366.55569485
14339.0,367.0352834
14345.0,367.50603125
14351.0,367.9679384
14357.0,368.42100485
14363.0,368.8652306
14369.0,369.30061565
14375.0,369.72716
14381.0,370.14486365
14387.0,370.5537266
14393.0,370.95374885
14399.0,371.3449304
14405.0,371.72727125
14411.0,372.1007714
14417.0,372.46543085
14423.0,372.8212496
14429.0,373.16822765
14435.0,373.506365
14441.0,373.83566165
14447.0,374.1561176
14453.0,374.46773285
14459.0,374.7705074
14465.0,375.06444125
14471.0,375.3495344
14477.0,375.62578685
14483.0,375.8931986
14489.0,376.15176965
14495.0,376.4015
14501.0,376.64313035
14507.0,376.8774014
14513.0,377.10431315
14519.0,377.3238656
14525.0,377.53605875
14531.0,377.7408926
14537.0,377.93836715
14543.0,378.1284824
14549.0,378.31123835
14555.0,378.486635
14561.0,378.65467235
14567.0,378.8153504
14573.0,378.96866915
14579.0,379.1146286
14585.0,379.25322875
14591.0,379.3844696
14597.0,379.50835115
14603.0,379.6248734
14609.0,379.73403635
14615.0,379.83584
14621.0,379.93028435
14627.0,380.0173694
14633.0,380.09709515
14639.0,380.1694616
14645.0,380.23446875
14651.0,380.2921166
14657.0,380.34240515
14663.0,380.3853344
14669.0,380.42090435
14675.0,380.449115
14681.0,380.46996635
14687.0,380.4834584
14693.0,380.48959115
14695.0,380.49
14730.0,380.4905502843
14745.0,380.4909329395
14765.0,380.4914151108
14795.0,380.4919411196
14800.0,380.4921034447
14835.0,380.4934698434
14845.0,380.4937699027
14870.0,380.494205102
14895.0,380.494695657
14905.0,380.4950128299
14940.0,380.4963616279
14945.0,380.4965178658
14975.0,380.4977311299
14995.0,380.4986075841
15010.0,380.4991437934
15045.0,380.5003467478
15080.0,380.5014264582
15095.0,380.5017838422
15115.0,380.5024728021
15150.0,380.5039273843
15185.0,380.5052235004
15195.0,380.505644389
15220.0,380.5080554656
15245.0,380.5104086767
15255.0,380.511013764
15290.0,380.513237151
15295.0,380.5135313147
15325.0,380.5148177276
15345.0,380.5157551481
15360.0,380.5165181505
15395.0,380.5185693928
15430.0,380.5203025698
15445.0,380.5212993658
15465.0,380.5224561845
15495.0,380.52389573
15500.0,380.5241593675
15535.0,380.5258446316
15545.0,380.5263719066
15605.0,380.5308390373
15640.0,380.5337031534
15675.0,380.5362518079
15695.0,380.5376241289
15745.0,380.5415311119
15795.0,380.5447518013
15815.0,380.5460221822
15845.0,380.5477310524
15850.0,380.5479810454
15895.0,380.5505154571
15945.0,380.5546457022
15955.0,380.5554351922
15990.0,380.5581214253
15995.0,380.5584886757
16025.0,380.561281741
16045.0,380.5632749188
16095.0,380.5667205269
16130.0,380.5704958853
16145.0,380.5721738836
16165.0,380.5737348628
16195.0,380.5761291169
16235.0,380.5786560055
16245.0,380.5792146846
16295.0,380.5826774095
16305.0,380.5834710195
16340.0,380.5864849324
16345.0,380.5869541956
16375.0,380.5892983621
16395.0,380.5905647691
16410.0,380.5914908017
16445.0,380.5942442255
16480.0,380.5962026472
16495.0,380.5970766901
16515.0,380.5981080434
16545.0,380.5997553262
16550.0,380.600283396
16585.0,380.6038259009
16595.0,380.6049471839
16620.0,380.6070756914
16645.0,380.608789027
16655.0,380.6091877246
16690.0,380.6110903748
16695.0,380.6112930508
16725.0,380.6133551235
16745.0,380.6148515463
16760.0,380.615828617
16795.0,380.6179482502
16830.0,380.6195383636
16845.0,380.6201373542
16865.0,380.6208919237
16895.0,380.6222204796
16935.0,380.6243214601
16970.0,380.6259516956
16995.0,380.6270907525
17005.0,380.6276747272
17040.0,380.6302258459
17045.0,380.6305550965
17075.0,380.6322388472
17095.0,380.6334141371
17110.0,380.6341172194
17145.0,380.6356653632
17180.0,380.637174377
17195.0,380.6379266823
17215.0,380.6389885339
17245.0,380.6401465622
17250.0,380.6404507813
17295.0,380.6434555128
17320.0,380.6447099934
17355.0,380.6462386695
17390.0,380.6478245571
17395.0,380.6481256776
17425.0,380.649572716
17445.0,380.6503402871
17460.0,380.6510250849
17495.0,380.6524319528
17530.0,380.6540381902
17545.0,380.6547067811
17565.0,380.6554610849
17595.0,380.6570255345
17600.0,380.6572661245
17635.0,380.6585242778
17645.0,380.6589139156
17670.0,380.6601268487
17695.0,380.6611583176
17705.0,380.6613812803
17740.0,380.662662051
17795.0,380.664043431
17810.0,380.6646703539
17845.0,380.6660678532
17880.0,380.6672663581
17895.0,380.6679278442
17915.0,380.6689775675
17945.0,380.6701047599
17950.0,380.6703520639
17985.0,380.6719789352
17995.0,380.672524113
18020.0,380.6740099615
18045.0,380.6754379442
18090.0,380.6773014645
18095.0,380.6774854792
18125.0,380.6786808112
18145.0,380.679616165
18160.0,380.6803824423
18195.0,380.6820307526
18230.0,380.6831053659
18265.0,380.6840754076
18295.0,380.6851207742
18300.0,380.6852649524
18335.0,380.686009568
18345.0,380.6863753322
18395.0,380.6889820735
18405.0,380.6894489419
18440.0,380.690621071
18445.0,380.6908105138
18475.0,380.6917194298
18495.0,380.6922306234
18510.0,380.6927136524
18545.0,380.6939625413
18595.0,380.6958947614
18615.0,380.6965994341
18645.0,380.6976023007
18685.0,380.6988759981
18720.0,380.700108407
18755.0,380.7011363532
18790.0,380.7023927084
18825.0,380.7033374569
18845.0,380.7040091802
18860.0,380.7045779369
18895.0,380.7056216612
18930.0,380.7065196146
18945.0,380.7067870664
18965.0,380.7073131719
18995.0,380.7083371007
19000.0,380.7086115887
19035.0,380.7103420108
19045.0,380.7109683913
19070.0,380.7119667611
19095.0,380.712572351
19105.0,380.7128319709
19140.0,380.7140196157
19175.0,380.7149378867
19195.0,380.7156109442
19210.0,380.7160270033
19245.0,380.7167188324
19280.0,380.7180363482
19295.0,380.7184814373
19315.0,380.7189200628
19350.0,380.7199649442
19385.0,380.7207634179
19395.0,380.7210264873
19420.0,380.7218764146
19445.0,380.7228077759
19455.0,380.723111391
19490.0,380.723909414
19495.0,380.7241105017
19525.0,380.725560306
19560.0,380.7270073607
19595.0,380.7281554561
19630.0,380.7291513895
19645.0,380.7295342269
19665.0,380.7300946771
19695.0,380.7310550686
19700.0,380.731189158
19735.0,380.7318982983
19745.0,380.7321664768
19770.0,380.7329232694
19795.0,380.7334936485
19805.0,380.7337473459
19840.0,380.7348962656
19845.0,380.7350314203
19875.0,380.7355523791
19895.0,380.7360155915
19910.0,380.7364896936
19980.0,380.7381342698
20045.0,380.7392704253
20050.0,380.7394357085
20085.0,380.7408221753
20095.0,380.7412957134
20120.0,380.7421690798
20145.0,380.7427491707
20155.0,380.743001219
20190.0,380.7437491576
20195.0,380.7438951343
20225.0,380.7446503412
20245.0,380.745220639
20260.0,380.7460596763
20295.0,380.7476874944
20330.0,380.748834389
20345.0,380.7494017701
20365.0,380.7498461576
20395.0,380.750612979
20400.0,380.7507937508
20435.0,380.7517652121
20470.0,380.7529370076
20495.0,380.7535850304
20505.0,380.7537942298
20540.0,380.7548003265
20575.0,380.7555428126
20595.0,380.7560560526
20610.0,380.7563885011
20645.0,380.7570242423
20680.0,380.7583172689
20715.0,380.7593644331
20745.0,380.7599535878
20750.0,380.760103561
20785.0,380.7613828583
20795.0,380.7616828049
20820.0,380.762330264
20845.0,380.7631416408
20855.0,380.7634089332
20890.0,380.7640590956
20895.0,380.7641927418
20925.0,380.7650737759
20945.0,380.7655959846
20960.0,380.7660457555
20995.0,380.7675541912
21030.0,380.7688298107
21065.0,380.7701427595
21095.0,380.771065819
21100.0,380.7711960877
21170.0,380.7734742219
21195.0,380.7742317426
21205.0,380.7745525254
21240.0,380.7759062204
21245.0,380.7760713249
21275.0,380.7769293174
21295.0,380.7774677038
21310.0,380.7777963802
21345.0,380.7787027452
21380.0,380.7795062588
21395.0,380.7799667291
21415.0,380.7806229847
21445.0,380.7811548864
21450.0,380.7813175746
21485.0,380.7827133712
21495.0,380.7830663991
21520.0,380.7838776182
21545.0,380.7848032647
21555.0,380.7850478319
21590.0,380.7856299179
21595.0,380.7857522014
21625.0,380.7871918428
21645.0,380.7880356975
21660.0,380.788440805
21695.0,380.7895888922
21730.0,380.7907580516
21745.0,380.7913460495
21765.0,380.7918772512
21795.0,380.7927742939
21800.0,380.7929757301
21845.0,380.7946698802
21895.0,380.7958081204
21905.0,380.7962221953
21940.0,380.7977884063
21945.0,380.7979901547
21995.0,380.7996709057
22010.0,380.800042808
22045.0,380.8009476021
22080.0,380.8021610965
22095.0,380.8025491904
22150.0,380.8042149123
22185.0,380.8054274789
22195.0,380.8058724872
22220.0,380.8069420233
22245.0,380.8077651578
22255.0,380.8082952447
22290.0,380.8098935695
22295.0,380.8101586129
22345.0,380.8123265836
22360.0,380.8127995573
22395.0,380.8136608469
22430.0,380.8151732637
22445.0,380.8156736015
22465.0,380.8163641219
22495.0,380.8172481924
22500.0,380.81743817
22545.0,380.8194001004
22570.0,380.8207799619
22595.0,380.8222433578
22605.0,380.8226155308
22640.0,380.8238011879
22645.0,380.8239401408
22675.0,380.8254746062
22695.0,380.8266192908
22710.0,380.827021316
22745.0,380.8283043374
22780.0,380.8298862658
22795.0,380.8305003987
22815.0,380.831387061
22845.0,380.8330630192
22850.0,380.8333228727
22885.0,380.8348709293
22895.0,380.8352457235
22920.0,380.8368019082
22945.0,380.8385268629
22955.0,380.839088167
22990.0,380.8409130629
22995.0,380.8412324178
23025.0,380.8428748384
23045.0,380.8438149751
23060.0,380.8446145783
23095.0,380.8468252811
23145.0,380.8485952687
23195.0,380.8501808223
23200.0,380.850325543
23235.0,380.8511615933
23245.0,380.8514510348
23295.0,380.8546376384
23345.0,380.8569543431
23395.0,380.8594166557
23445.0,380.8619584241
23480.0,380.8635486215
23495.0,380.8642961226
23515.0,380.8656319468
23545.0,380.8673717334
23585.0,380.8695222461
23595.0,380.8701597571
23620.0,380.8727863002
23645.0,380.8751399974
23655.0,380.8756360975
23690.0,380.8772324748
23695.0,380.8774858134
23745.0,380.8792353131
23781.0,380.880654587
,
,
