SPSBEAM/ETA,SPSBEAM/ETA
X,Y
4243.0,0.0019112992
4249.0,0.0019113637
4255.0,0.0019114275
4261.0,0.0019114907
4267.0,0.0019115532
4273.0,0.001911615
4279.0,0.0019116762
4285.0,0.0019117367
4291.0,0.0019117966
4297.0,0.0019118559
4303.0,0.0019119146
4309.0,0.0019119726
4315.0,0.0019120301
4321.0,0.001912087
4327.0,0.0019121433
4333.0,0.001912199
4339.0,0.0019122542
4345.0,0.0019123088
4351.0,0.0019123628
4357.0,0.0019124163
4363.0,0.0019124693
4369.0,0.0019125217
4375.0,0.0019125737
4381.0,0.001912625
4387.0,0.0019126759
4393.0,0.0019127263
4399.0,0.0019127762
4405.0,0.0019128256
4411.0,0.0019128745
4417.0,0.0019129229
4423.0,0.0019129709
4429.0,0.0019130184
4435.0,0.0019130654
4441.0,0.001913112
4447.0,0.0019131581
4453.0,0.0019132037
4459.0,0.001913249
4465.0,0.0019132938
4471.0,0.0019133382
4477.0,0.0019133821
4483.0,0.0019134256
4489.0,0.0019134687
4495.0,0.0019135115
4501.0,0.0019135538
4507.0,0.0019135957
4513.0,0.0019136372
4519.0,0.0019136783
4525.0,0.001913719
4531.0,0.0019137594
4537.0,0.0019137994
4543.0,0.001913839
4549.0,0.0019138782
4555.0,0.0019139171
4561.0,0.0019139556
4567.0,0.0019139938
4573.0,0.0019140316
4579.0,0.001914069
4585.0,0.0019141062
4591.0,0.0019141429
4597.0,0.0019141794
4603.0,0.0019142155
4609.0,0.0019142513
4615.0,0.0019142867
4621.0,0.0019143219
4627.0,0.0019143567
4633.0,0.0019143912
4639.0,0.0019144254
4645.0,0.0019144593
4651.0,0.0019144929
4657.0,0.0019145262
4663.0,0.0019145592
4669.0,0.0019145919
4675.0,0.0019146243
4681.0,0.0019146564
4687.0,0.0019146882
4693.0,0.0019147198
4699.0,0.0019147511
4705.0,0.0019147821
4711.0,0.0019148128
4717.0,0.0019148432
4723.0,0.0019148734
4729.0,0.0019149034
4735.0,0.001914933
4741.0,0.0019149624
4747.0,0.0019149916
4753.0,0.0019150205
4759.0,0.0019150491
4765.0,0.0019150775
4771.0,0.0019151056
4777.0,0.0019151335
4783.0,0.0019151611
4789.0,0.0019151883
4795.0,0.0019152152
4801.0,0.0019152418
4807.0,0.001915268
4813.0,0.001915294
4819.0,0.0019153196
4825.0,0.001915345
4831.0,0.0019153701
4837.0,0.0019153948
4843.0,0.0019154193
4849.0,0.0019154434
4855.0,0.0019154673
4861.0,0.0019154909
4867.0,0.0019155142
4873.0,0.0019155373
4879.0,0.00191556
4885.0,0.0019155825
4891.0,0.0019156047
4897.0,0.0019156267
4903.0,0.0019156484
4909.0,0.0019156698
4915.0,0.001915691
4921.0,0.0019157119
4927.0,0.0019157325
4933.0,0.0019157529
4939.0,0.0019157731
4945.0,0.001915793
4951.0,0.0019158126
4957.0,0.001915832
4963.0,0.0019158512
4969.0,0.0019158701
4975.0,0.0019158888
4981.0,0.0019159073
4987.0,0.0019159255
4993.0,0.0019159435
4999.0,0.0019159613
5005.0,0.0019159788
5011.0,0.0019159961
5017.0,0.0019160132
5023.0,0.0019160301
5029.0,0.0019160468
5035.0,0.0019160632
5041.0,0.0019160795
5047.0,0.0019160955
5053.0,0.0019161113
5059.0,0.0019161269
5065.0,0.0019161423
5071.0,0.0019161574
5077.0,0.0019161724
5083.0,0.0019161872
5089.0,0.0019162018
5095.0,0.0019162161
5101.0,0.0019162303
5107.0,0.0019162443
5113.0,0.0019162581
5119.0,0.0019162716
5125.0,0.001916285
5131.0,0.0019162982
5137.0,0.0019163113
5143.0,0.0019163241
5149.0,0.0019163367
5155.0,0.0019163492
5161.0,0.0019163614
5167.0,0.0019163735
5173.0,0.0019163854
5179.0,0.0019163972
5185.0,0.0019164087
5191.0,0.0019164201
5197.0,0.0019164313
5203.0,0.0019164423
5209.0,0.0019164531
5215.0,0.0019164638
5221.0,0.0019164743
5227.0,0.0019164846
5233.0,0.0019164947
5239.0,0.0019165047
5245.0,0.0019165145
5251.0,0.0019165242
5257.0,0.0019165336
5263.0,0.0019165429
5269.0,0.0019165521
5275.0,0.0019165611
5281.0,0.0019165699
5287.0,0.0019165785
5293.0,0.001916587
5299.0,0.0019165954
5305.0,0.0019166035
5311.0,0.0019166115
5317.0,0.0019166194
5323.0,0.0019166271
5329.0,0.0019166346
5335.0,0.001916642
5341.0,0.0019166493
5347.0,0.0019166563
5353.0,0.0019166632
5359.0,0.00191667
5365.0,0.0019166766
5371.0,0.0019166831
5377.0,0.0019166894
5383.0,0.0019166956
5389.0,0.0019167016
5395.0,0.0019167074
5401.0,0.0019167131
5407.0,0.0019167187
5413.0,0.0019167241
5419.0,0.0019167294
5425.0,0.0019167345
5431.0,0.0019167395
5437.0,0.0019167443
5443.0,0.001916749
5449.0,0.0019167535
5455.0,0.0019167579
5461.0,0.0019167622
5467.0,0.0019167663
5473.0,0.0019167702
5479.0,0.001916774
5485.0,0.0019167777
5491.0,0.0019167812
5497.0,0.0019167846
5503.0,0.0019167879
5509.0,0.001916791
5515.0,0.0019167939
5521.0,0.0019167967
5527.0,0.0019167994
5533.0,0.0019168019
5539.0,0.0019168042
5545.0,0.0019168063
5551.0,0.0019168081
5557.0,0.0019168098
5563.0,0.0019168113
5569.0,0.0019168126
5575.0,0.0019168137
5581.0,0.0019168146
5587.0,0.0019168153
5593.0,0.0019168158
5599.0,0.0019168161
5605.0,0.0019168161
6650.0,0.0019168161
,
,
