SPSBEAM/BDot,SPSBEAM/BDot
X,Y
2840.0,0.7648167857
2846.0,0.7664696849
2852.0,0.768122584
2858.0,0.7694081723
2864.0,0.7695
3494.0,0.7695
3500.0,0.76815
3506.0,0.76545
3512.0,0.76275
3518.0,0.76005
3524.0,0.75735
3530.0,0.75465
3536.0,0.75195
3542.0,0.74925
3548.0,0.74655
3554.0,0.74385
3560.0,0.74115
3566.0,0.73845
3572.0,0.73575
3578.0,0.73305
3584.0,0.73035
3596.0,0.72495
3608.0,0.71955
3614.0,0.71685
3620.0,0.71415
3626.0,0.71145
3632.0,0.70875
3638.0,0.70605
3644.0,0.70335
3650.0,0.70065
3656.0,0.69795
3662.0,0.69525
3668.0,0.69255
3674.0,0.68985
3680.0,0.68715
3686.0,0.68445
3692.0,0.68175
3698.0,0.67905
3704.0,0.67635
3716.0,0.67095
3722.0,0.66825
3728.0,0.66555
3734.0,0.66285
3740.0,0.66015
3746.0,0.65745
3752.0,0.65475
3758.0,0.65205
3764.0,0.64935
3770.0,0.64665
3776.0,0.64395
3782.0,0.64125
3788.0,0.63855
3800.0,0.63315
3806.0,0.63045
3812.0,0.62775
3818.0,0.62505
3824.0,0.62235
3830.0,0.61965
3842.0,0.61425
3848.0,0.61155
3854.0,0.60885
3860.0,0.60615
3866.0,0.60345
3872.0,0.60075
3878.0,0.59805
3884.0,0.59535
3890.0,0.59265
3896.0,0.58995
3902.0,0.58725
3908.0,0.58455
3914.0,0.58185
3926.0,0.57645
3932.0,0.57375
3938.0,0.57105
3944.0,0.56835
3950.0,0.56565
3962.0,0.56025
3968.0,0.55755
3974.0,0.55485
3980.0,0.55215
3986.0,0.54945
3992.0,0.54675
3998.0,0.54405
4004.0,0.54135
4010.0,0.53865
4016.0,0.53595
4022.0,0.53325
4034.0,0.52785
4040.0,0.52515
4052.0,0.51975
4058.0,0.5169081242
4064.0,0.5136051522
4070.0,0.5102667111
4076.0,0.5069282701
4082.0,0.5035898291
4088.0,0.5002513881
4094.0,0.4969129471
4100.0,0.4935745061
4106.0,0.4902360651
4112.0,0.4868976241
4118.0,0.4835591831
4124.0,0.4802207421
4130.0,0.4768823011
4136.0,0.4735438601
4142.0,0.4702054191
4148.0,0.466866978
4154.0,0.463528537
4160.0,0.460190096
4166.0,0.456851655
4178.0,0.450174773
4184.0,0.446836332
4196.0,0.44015945
4208.0,0.433482568
4214.0,0.430144127
4220.0,0.426805686
4226.0,0.4234672449
4232.0,0.4201288039
4238.0,0.4167903629
4244.0,0.4134519219
4250.0,0.4101134809
4256.0,0.4062834778
4262.0,0.3960631672
4268.0,0.3838766083
4274.0,0.3716900493
4280.0,0.3595034903
4286.0,0.3473169313
4292.0,0.3351303723
4298.0,0.3229438133
4310.0,0.2985706953
4322.0,0.2741975773
4334.0,0.2498244593
4340.0,0.2376379003
4346.0,0.2254513414
4352.0,0.2132647824
4358.0,0.2010782234
4364.0,0.1888916644
4376.0,0.1645185464
4382.0,0.1523319874
4388.0,0.1401454284
4400.0,0.1157723104
4406.0,0.1035857514
4412.0,0.0913991924
4418.0,0.0792126334
4436.0,0.0426529565
4442.0,0.0304663975
4448.0,0.0182798385
4454.0,0.0060932795
4460.0,0.0
9240.0,0.0
