SPSBEAM/BDot,SPSBEAM/BDot
X,Y
5479.0,0.0898512969
5485.0,0.086427505
5491.0,0.0830037132
5503.0,0.0761561295
5509.0,0.0727323376
5515.0,0.0693085458
5521.0,0.0657026839
5527.0,0.0610044018
5533.0,0.0561240496
5539.0,0.0512436975
5545.0,0.0463633453
5551.0,0.0414829932
5557.0,0.0366026411
5563.0,0.0317222889
5569.0,0.0268419368
5575.0,0.0219615846
5581.0,0.0170812325
5587.0,0.0122008804
5593.0,0.0073205282
5599.0,0.0024401761
5605.0,0.0
6650.0,0.0
